10.48786 0.000000133445020 0.000000002402366 
10.76029 0.000000123357691 0.000000003903566 
11.00831 0.000000101296391 0.000000004459700 
11.25899 0.000000131962212 0.000000004898392 
11.51230 0.000000122742957 0.000000005772230 
11.73966 0.000000128565129 0.000000005129526 
11.99787 0.000000141164122 0.000000005622869 
12.25862 0.000000155408710 0.000000006146012 
12.49250 0.000000170915009 0.000000007502249 
12.75794 0.000000193402953 0.000000008637854 
12.99592 0.000000230793210 0.000000009460665 
13.08565 0.000000224072893 0.000000009203549 
13.23577 0.000000237731330 0.000000009843992 
13.50781 0.000000301968068 0.000000012571742 
13.75152 0.000000334872555 0.000000014185399 
13.99699 0.000000338835779 0.000000014746371 
14.24417 0.000000393397038 0.000000016198046 
14.49301 0.000000432848584 0.000000019373093 
14.74346 0.000000459289300 0.000000019137937 
15.02707 0.000000550529218 0.000000023033870 
15.24898 0.000000585330173 0.000000023868899 
15.50393 0.000000577616084 0.000000024840694 
15.76028 0.000000545364065 0.000000023646253 
16.01794 0.000000617925698 0.000000026250409 
16.24443 0.000000568969161 0.000000024977407 
16.50439 0.000000592422875 0.000000025998678 
16.93596 0.000000584327791 0.000000025790244 
